split,uuid,category,item_title,description,listing_price,buyer_target,seller_target,num_turns,final_price,deal_reached,seller_utterances,buyer_utterances,transcript,score_turn_depth,score_substance,score_reasoning,score_persuasion,score_info_exchange,score_price_discovery,score_balance,score_opener,penalty_total,quality_score,semantic_coherence,semantic_reasoning,semantic_adaptiveness,semantic_tactics,semantic_info_leverage,semantic_notes,semantic_total,cut_turn_index,cut_reasoning,final_score,quality_tier
test,C_37cd4ed39bcb42718e9a0b181b37144d,electronics,Samsung Gear S3 Classic,Samsung s3 Classic Flawless!,275,253,275,7,253,TRUE,watch is in great condition like new ||| i realy cant go that low because the item is fairly new and mint and im just trying to recoup my money to pay some bills ||| i can do 260 and ill deliver it to you ||| deal,"I just saw your ad, It is just like the one my dad used to have before he died, I'd like to get one for nostalgia reasons, I'd like to make you an offer of $240 ||| It's an older model though, the S6 just came oout, How about $250? ||| I'll give you $253 (that's all I have on me) and I will come pick it up","Seller: watch is in great condition like new
Buyer: I just saw your ad, It is just like the one my dad used to have before he died, I'd like to get one for nostalgia reasons, I'd like to make you an offer of $240
Seller: i realy cant go that low because the item is fairly new and mint and im just trying to recoup my money to pay some bills
Buyer: It's an older model though, the S6 just came oout, How about $250?
Seller: i can do 260 and ill deliver it to you
Buyer: I'll give you $253 (that's all I have on me) and I will come pick it up
Seller: deal
Buyer: [Offers $253.0]
Seller: [Accept]",3,2,3,1,1,2,1,1,0,14,3,3,3,3,2,"This is excellent training data as it features clear logical progression, tactical variation, and grounded justifications from both parties.",14,4,"Turn 4 is the final strategic turn where the seller makes a counter-offer and introduces a delivery incentive, while subsequent turns represent only final agreement.",28,strong
test,C_f58591f6051f4312bda4775f2ae0888f,car,2016 Chevy Sonic LTZ,"Clean title, Please call or text for an appointment but I prefer speaking with a real live person. Below are just some of the options included :",10999,6599,10999,12,9000,TRUE,"I have to stick to the 10999, but I can throw in a tank of gas and 1 year of sirius xm radio service (I will prepay for it) ||| I can make 10000 work without the extras ||| I can't do that.  But based on the year your local credit union would issue you a small loan for the balance.  It is new enough to still qualify for new car rates. ||| If you come up to 9500 we have a deal. ||| Will it be cash in hand if I say yes?   ||| Ok then we have a deal","I'm really interested in this.  Are you the original owner?  I have 5000 cash I can give you tomorrow. ||| I can't come up with that much money.  Would you consider 6500 with none of the extras? ||| I just can't afford that.  Are the tires new?  Is there a sunroof?  If yes, I will come up with 7500 tops.  That is a deal or no deal price for me. ||| True.  I really want the car.  If it has low mileage, a sunroof and new tires, would you take 9000? ||| I can't.  I've reached my upper limit. ||| Yes.  We can meet tomorrow.","Buyer: I'm really interested in this.  Are you the original owner?  I have 5000 cash I can give you tomorrow.
Seller: I have to stick to the 10999, but I can throw in a tank of gas and 1 year of sirius xm radio service (I will prepay for it)
Buyer: I can't come up with that much money.  Would you consider 6500 with none of the extras?
Seller: I can make 10000 work without the extras
Buyer: I just can't afford that.  Are the tires new?  Is there a sunroof?  If yes, I will come up with 7500 tops.  That is a deal or no deal price for me.
Seller: I can't do that.  But based on the year your local credit union would issue you a small loan for the balance.  It is new enough to still qualify for new car rates.
Buyer: True.  I really want the car.  If it has low mileage, a sunroof and new tires, would you take 9000?
Seller: If you come up to 9500 we have a deal.
Buyer: I can't.  I've reached my upper limit.
Seller: Will it be cash in hand if I say yes?  
Buyer: Yes.  We can meet tomorrow.
Seller: Ok then we have a deal
Buyer: [Offers $9000.0]
Seller: [Accept]",4,2,1,1,2,2,1,1,0,14,3,3,3,3,3,"The transcript is excellent training data because it features a logical progression of concessions, effective use of multi-factor justifications, and diverse negotiation tactics.",15,9,Turn 9 is the final strategic seller interaction where a conditional closing question is posed before the final agreement turn.,29,strong
test,C_ca697dfb2c184e9aa416f910b59ee61a,electronics,[New!] Boston Acoustics A 2310 HTS 5.1 Home Theater Speaker Package,"Hi, I'm selling a New! Boston Acoustics A 2310 HTS 5.1 Home Theater Speaker Package with 100-Watt Powered Subwoofer (Gloss Black) Scratch-resistant high-gloss finish with contrasting ""leatherette"" accents for stunning good looks. Boston's 1-inch Kortec soft dome tweeter deliver smooth, extended high frequency response.",315,239,315,12,,FALSE,Yes it is. Anything I can help with? ||| Brand new. Got two different systems for Christmas. Selling the one we aren't using.  ||| The retail for over $500. It's already a pretty deep discount. ||| That's why I'm offering it at 40% off. I can throw in a small TV stand to house it if you are willing to pay the asking price. ||| Wont find an unused one anywhere near this price anywhere. Can't go lower than $300 ||| Sorry. $300 is my bottom.,"Hi! Is the Theater Speaker Package still available? ||| Has it ever been used? ||| Is there any wiggle room on that price? $315 seems super high.... ||| It is if I were in Best Buy. LOL  I see your point, but this system has been sitting at your house for half of a year....   ||| That price is a bit high for me.  Would you consider $200 cash?  If this was a gift from someone to you for Christmas, it is like getting free money and freeing up some space.... ||| I'm hosting a movie night with my friends and family and this would just push it over the top.  My budget is literally $250.  Could we help each other here?","Buyer: Hi! Is the Theater Speaker Package still available?
Seller: Yes it is. Anything I can help with?
Buyer: Has it ever been used?
Seller: Brand new. Got two different systems for Christmas. Selling the one we aren't using. 
Buyer: Is there any wiggle room on that price? $315 seems super high....
Seller: The retail for over $500. It's already a pretty deep discount.
Buyer: It is if I were in Best Buy. LOL  I see your point, but this system has been sitting at your house for half of a year....  
Seller: That's why I'm offering it at 40% off. I can throw in a small TV stand to house it if you are willing to pay the asking price.
Buyer: That price is a bit high for me.  Would you consider $200 cash?  If this was a gift from someone to you for Christmas, it is like getting free money and freeing up some space....
Seller: Wont find an unused one anywhere near this price anywhere. Can't go lower than $300
Buyer: I'm hosting a movie night with my friends and family and this would just push it over the top.  My budget is literally $250.  Could we help each other here?
Seller: Sorry. $300 is my bottom.
Seller: [Offers $300.0]
Buyer: [Reject]",4,3,2,2,2,2,1,0,0,16,3,2,2,3,2,"This transcript is excellent training data as it demonstrates a clear, structured negotiation involving market-based justifications, bundling, and consistent hardline stance from the seller.",12,11,This is the final turn where the seller provides a definitive counter-offer and maintains their bottom line before the system-generated interaction.,28,strong
test,C_707af79b580c4d3580ebd4bedbf7dc42,bike,Enduro Comp SL 2007 - Size M,"My mom bought this bike in 2007 and logged a low number of miles the next few years, but its been sitting in the garage mostly since 2010. Only thing not included is the pedals. Also comes with a women's seat and front/rear shock manuals.",950,874,950,9,890,TRUE,"Hi! How are you? The bike isn't rusty and is in great condition. However, the pedals are not included. ||| Bike pedals are easy to find, and can be found on average for $8-10 for Walmart, Target, or any major sporting goods store. I'm willing to decrease the price for you by $20, to allow you to purchase new pedals. ||| Since I want $930 (price at $20 less so you can purchase new pedals) and you want $860, how about we meet directly in the middle at $895? ||| How about $890 and I will deliver it to you?",Hi. Is this bicycle rusty? ||| Okay good.  Are the pedals easy to find or will I have to special order them? ||| Thanks for that information. It puts my mind at ease. I'm definitely interested in buying the bike today.  How about 860? ||| 895 is a bit more than I wanted to spend and the bike is 10 years old.  How about 880 cash and I'll come pick it up today? ||| 890 and delivery? It's a deal.,"Buyer: Hi. Is this bicycle rusty?
Seller: Hi! How are you? The bike isn't rusty and is in great condition. However, the pedals are not included.
Buyer: Okay good.  Are the pedals easy to find or will I have to special order them?
Seller: Bike pedals are easy to find, and can be found on average for $8-10 for Walmart, Target, or any major sporting goods store. I'm willing to decrease the price for you by $20, to allow you to purchase new pedals.
Buyer: Thanks for that information. It puts my mind at ease. I'm definitely interested in buying the bike today.  How about 860?
Seller: Since I want $930 (price at $20 less so you can purchase new pedals) and you want $860, how about we meet directly in the middle at $895?
Buyer: 895 is a bit more than I wanted to spend and the bike is 10 years old.  How about 880 cash and I'll come pick it up today?
Seller: How about $890 and I will deliver it to you?
Buyer: 890 and delivery? It's a deal.
Buyer: [Offers $890.0]
Seller: [Accept]",3,3,1,2,2,2,1,0,0,14,3,3,3,3,2,"This is excellent training data because it demonstrates logical progression, effective use of concessions, and a shift from price negotiation to service bundling to reach an agreement.",14,7,"This is the final turn where the seller makes a substantive counter-offer including a delivery service, which is the last strategic move before the deal is confirmed.",28,strong
test,C_0149ca7de8ad4ad9ac39b7af5042f38f,housing,"Heat, Water & Garbage Paid! Great new place to call home.","Garden Village Apartments offers 1, 2 and 3 bedroom layouts with a range of amenities. Enjoy all-electric kitchens with a walk-in pantry (in select units), dishwashers, and private patios or balconies. We offer the use of tennis, volleyball and basketball courts, a swimming pool, and a playground for children. We also take care of your heat, water and garbage bills! Explore everything Fremont has to offer including entertainment, shopping, parks, and various dining options.",2523,1917,2523,9,2200,TRUE,"We have all thee options available right now, although at this time we only have a couple of 3 bedroom apartments. How many bedrooms are you looking for? ||| Our two bedroom units are priced at $2,300. It includes the heat, water and garbage. These apartments have great floor plans with walk-in pantry and all new appliances. Would you like to come take a tour?  ||| We have a contract with our own landscaping company. We can offer you $100 discount per month if you sign a 12 months lease, providing that your application is approved. I think you will be impressed with our property and all the amenities that we offer. ||| Great! Please let me know when you would like to come take a tour. Also please bring your picture ID and your income verification (2 latest pay stubs or bank statement). Looking forward to seeing you.","Good evening.  Hope you are well.  I am interested in an apartment.  I saw the listing, and am wondering if this is a 1, 2 or 3 bedroom apartment? ||| I would most likely be interested in a two bedroom apartment.  If we could get a unit with a walk-in pantry, I would be willing to offer $2,000 for it. ||| I would love to come take a tour.  I am just concerned that $2,300 might be a little too steep for me to afford right now.  I am a landscaper by trade.  Is there anyway I would be able to provide my landscaping services for Garden Village Apartments in return for getting the apartment at $2,000?  I do really nice work! ||| That sounds reasonable.  I will be willing to go for the $2,200 per month, with a 12 month lease.   ||| I can be there this weekend, and will bring the id and income verification.","Buyer: Good evening.  Hope you are well.  I am interested in an apartment.  I saw the listing, and am wondering if this is a 1, 2 or 3 bedroom apartment?
Seller: We have all thee options available right now, although at this time we only have a couple of 3 bedroom apartments. How many bedrooms are you looking for?
Buyer: I would most likely be interested in a two bedroom apartment.  If we could get a unit with a walk-in pantry, I would be willing to offer $2,000 for it.
Seller: Our two bedroom units are priced at $2,300. It includes the heat, water and garbage. These apartments have great floor plans with walk-in pantry and all new appliances. Would you like to come take a tour? 
Buyer: I would love to come take a tour.  I am just concerned that $2,300 might be a little too steep for me to afford right now.  I am a landscaper by trade.  Is there anyway I would be able to provide my landscaping services for Garden Village Apartments in return for getting the apartment at $2,000?  I do really nice work!
Seller: We have a contract with our own landscaping company. We can offer you $100 discount per month if you sign a 12 months lease, providing that your application is approved. I think you will be impressed with our property and all the amenities that we offer.
Buyer: That sounds reasonable.  I will be willing to go for the $2,200 per month, with a 12 month lease.  
Seller: Great! Please let me know when you would like to come take a tour. Also please bring your picture ID and your income verification (2 latest pay stubs or bank statement). Looking forward to seeing you.
Seller: [Offers $2200.0]
Buyer: I can be there this weekend, and will bring the id and income verification.
Buyer: [Accept]",3,4,1,2,2,2,1,1,0,16,3,2,3,3,2,"The transcript displays a highly realistic negotiation with a clear progression of counter-offers, trade-offs, and effective communication, making it excellent training data.",13,5,"Turn 5 contains the final substantive negotiation move (the conditional lease discount offer), while subsequent turns are purely logistical or confirmatory.",29,strong
test,C_12441f80990c4c6289102a7a0bd757f9,bike,2009 Motobecane FLY Pro Hardtail MTB,"Aluminum; lightweight bike, probably ~24 pounds. 16"" frame or so; I'm 5'8"" and just a bit too big, so probably best for someone in the 5'4""-5'7"" range. Shimano Deore XT crankset Vuelta XRP Pro super lite wheels",800,608,800,11,,FALSE,"Hi. I would love to get rid of this bike soon. It is 800 and a great price, seeing that it cost much more when it was originally purchased. ||| There is nothing wrong with the bike. I'm only selling it because I had surgery, gained weight, and am too big for the bike. I think your son will love it! I only rode it twice, making it like new. ||| I am the only owner. I would like to sell it for $800. How does that price sound to you? ||| Of course! I want your son to have it and for you to get a great price on it. Since I want 800 and you want 600, let's meet in the middle at 700. I'll even include a bid red bow and brand new helmet for your son! ||| For new tires, I'd have to do 725. $725 includes new tires, a helmet, and a red bow. Is that a deal? If so, please make an offer.",Hello ||| I'm looking at getting this for my son for his birthday. Can you tell me if there is anything wrong with the bike?  ||| Did anyone own it before you? ||| I was hoping closer to $600. Is there any room to work? ||| He'll appreciate the bow. You throw in a new pair of tires with the helmet and ill do $700. ||| I think $700 is the most I can do for an 8-year old bike.,"Buyer: Hello
Seller: Hi. I would love to get rid of this bike soon. It is 800 and a great price, seeing that it cost much more when it was originally purchased.
Buyer: I'm looking at getting this for my son for his birthday. Can you tell me if there is anything wrong with the bike? 
Seller: There is nothing wrong with the bike. I'm only selling it because I had surgery, gained weight, and am too big for the bike. I think your son will love it! I only rode it twice, making it like new.
Buyer: Did anyone own it before you?
Seller: I am the only owner. I would like to sell it for $800. How does that price sound to you?
Buyer: I was hoping closer to $600. Is there any room to work?
Seller: Of course! I want your son to have it and for you to get a great price on it. Since I want 800 and you want 600, let's meet in the middle at 700. I'll even include a bid red bow and brand new helmet for your son!
Buyer: He'll appreciate the bow. You throw in a new pair of tires with the helmet and ill do $700.
Seller: For new tires, I'd have to do 725. $725 includes new tires, a helmet, and a red bow. Is that a deal? If so, please make an offer.
Buyer: I think $700 is the most I can do for an 8-year old bike.",4,3,2,2,2,2,1,0,0,16,3,3,3,3,2,"This transcript is excellent training data due to the realistic, multifaceted negotiation process involving price anchoring, rapport building, and effective bundling strategies.",14,9,Turn 9 is the final strategic interaction where the seller presents a clear counter-offer and an adjusted bundle package to address the buyer's request.,30,elite
test,C_359907d25f5745e7b036dacc5876003a,car,2004 Lexus RX 330,"Here is one prime example of a clean 2004 Lexus RX 330. The car is never smoked in and no pets. As clean as they come for the year. Just serviced 20 miles ago, has brand-new tires on. Fresh battery and all fluids.",7500,5250,7500,18,6000,TRUE,"Hey there, are you interested in the Lexus? ||| Nice, well it only has around 120k miles, all the amenities, so those are great, and I have the title. What's your budget? ||| A minor fender-bender, but it's since been repaired, so it's unnoticeable. The Bluebook value on this car is 10k. ||| Used, it's mostly because it's a Lexus with all the amenities and add-ons. I figure it's decent to give it for 7500 because of the history of a fender bender ||| Yup, and the title ||| I need 6000, is that in your price range? ||| I'm sorry I already made the final offer. I need 6000 minimum because of all the add-ons purchased and the work from the accident. ||| Like from the original purchase price, if I were to give it to you for 5k, that's the cost of a Yaris with no camera, gps navigation, and the couple hundred dollars I sunk into getting the fender bender professionally fixed. ||| Yup, it has a nice back-up camera so you never hit anything, decent included sound system as is with Yaris, the moonroof/sunroof all work and were barely used, as well as the power liftgate/power windows","Hello I'm interested in the car ||| I'd like to spend as little as possible.  Has it ever been in a accident? ||| Would that be the new blue book value or used blue book value? ||| Do you have all of the service records for it? ||| I can offer you 5200 cash ||| 6000 is abit above my prince range.  I'm sure the accident is not noticeable but I really can go no more than 5250 ||| I thought you said it was a minor fender bender? How much work was done on it from the accident.  And what type of add-ons? ||| Oh, it has a camera?  Is that a back-up camera? ||| ok since it has a backup camera I don't mind paying 6,000 for the car.","Seller: Hey there, are you interested in the Lexus?
Buyer: Hello I'm interested in the car
Seller: Nice, well it only has around 120k miles, all the amenities, so those are great, and I have the title. What's your budget?
Buyer: I'd like to spend as little as possible.  Has it ever been in a accident?
Seller: A minor fender-bender, but it's since been repaired, so it's unnoticeable. The Bluebook value on this car is 10k.
Buyer: Would that be the new blue book value or used blue book value?
Seller: Used, it's mostly because it's a Lexus with all the amenities and add-ons. I figure it's decent to give it for 7500 because of the history of a fender bender
Buyer: Do you have all of the service records for it?
Seller: Yup, and the title
Buyer: I can offer you 5200 cash
Seller: I need 6000, is that in your price range?
Seller: [Offers $6000.0]
Buyer: 6000 is abit above my prince range.  I'm sure the accident is not noticeable but I really can go no more than 5250
Seller: I'm sorry I already made the final offer. I need 6000 minimum because of all the add-ons purchased and the work from the accident.
Buyer: I thought you said it was a minor fender bender? How much work was done on it from the accident.  And what type of add-ons?
Seller: Like from the original purchase price, if I were to give it to you for 5k, that's the cost of a Yaris with no camera, gps navigation, and the couple hundred dollars I sunk into getting the fender bender professionally fixed.
Buyer: Oh, it has a camera?  Is that a back-up camera?
Seller: Yup, it has a nice back-up camera so you never hit anything, decent included sound system as is with Yaris, the moonroof/sunroof all work and were barely used, as well as the power liftgate/power windows
Buyer: ok since it has a backup camera I don't mind paying 6,000 for the car.
Buyer: [Accept]",4,3,3,1,2,2,1,0,0,16,3,2,2,2,2,This is high-quality training data as the seller successfully uses feature-based value justification to bridge a price gap and move the buyer from a lowball offer to the target price.,11,15,Turn 15 is the final strategic turn where the seller provides the definitive feature-based justification that resolves the negotiation and causes the buyer to agree to the price.,27,strong
test,C_89ee568cdc7b4a1ebaa2ff0ab0cc985a,furniture,"Beautiful Bunk Bed for kids, excellent condition, with mattress","Beautiful bunk bed for kids, free mattresses (no pillows or bed sheets), excellent condition see pic -- nearly same",290,203,290,20,230,TRUE,"Hi, are you interested in buying the bunk bed's? ||| They are in excellent condition as they haven't been used a lot. The mattress's are like new.   ||| Yes, the bed's and mattress was brought brand new. They were for my grandkids to use while visiting. ||| The mattress's are Sealy Posturepedic. I think the beds brand name is Ashley furniture. ||| It was purchased in 2012. ||| We are downsizing and selling what furniture we don't need. ||| The original price was $1200. I think my price of $290. is fair considering it still looks like new. ||| I will split it with you for $240 and i will throw in the new sgeets also ||| Yes they are. ||| I will accept your offer of $230. ",I am interested in your bunk bed. Please tell me a bit about its condition. ||| Was it new when you bought it? ||| What is the brand? ||| What year was it purchased? ||| Why are you getting rid of it now? ||| What was the original purchase price? ||| I will buy it cash for 200 and pick it up tonight. ||| Are the sheets in their original packaging ||| $230 and you have a deal ||| Thanks! I'll see you soon!,"Seller: Hi, are you interested in buying the bunk bed's?
Buyer: I am interested in your bunk bed. Please tell me a bit about its condition.
Seller: They are in excellent condition as they haven't been used a lot. The mattress's are like new.  
Buyer: Was it new when you bought it?
Seller: Yes, the bed's and mattress was brought brand new. They were for my grandkids to use while visiting.
Buyer: What is the brand?
Seller: The mattress's are Sealy Posturepedic. I think the beds brand name is Ashley furniture.
Buyer: What year was it purchased?
Seller: It was purchased in 2012.
Buyer: Why are you getting rid of it now?
Seller: We are downsizing and selling what furniture we don't need.
Buyer: What was the original purchase price?
Seller: The original price was $1200. I think my price of $290. is fair considering it still looks like new.
Buyer: I will buy it cash for 200 and pick it up tonight.
Seller: I will split it with you for $240 and i will throw in the new sgeets also
Buyer: Are the sheets in their original packaging
Seller: Yes they are.
Buyer: $230 and you have a deal
Seller: I will accept your offer of $230. 
Seller: [Offers $230.0]
Buyer: Thanks! I'll see you soon!
Buyer: [Accept]",4,2,3,1,2,2,1,1,0,16,2,3,3,3,3,"This transcript is excellent training data as it demonstrates effective information gathering, credible justification of value, and successful use of bundling to reach a compromise.",14,12,"Turn 12 represents the last strategic move by the seller, which includes both a counter-offer and a value-add tactic (bundling sheets), while subsequent turns represent only simple confirmations and agreement.",30,elite
test,C_b8aec09a7f7f49ccaaaa410000473b8d,housing,Single Fmly House in Pleasanton w/ Nice Neighborhod / Schools for Rent,"This Home comes with approximately 2,285 sq. ft. of living space, 4 bedrooms, 2 bathrooms and 2 car garage. Possibly can be partitioned more rooms if needed. .	One year lease preferred .	Great Home in Friendly Neighborhood .	Walking distance to Award winning Schools (Donlon Elementary, Hart Middle & Foothill High School) .	easy access to 680, 580 freeways and BART stations .	walking distance to Val Vista park .	Dishwasher, Stove/Oven, refrigerator In Kitchen .	Formal Dining and living room combo",3700,1850,3700,12,2600,TRUE,"Hello, I am asking 3700 per month on a one year lease ||| That may be, but this house has 4 bedrooms, 2 bathrooms and a 2 car garage. It also comes with a washer/dryer/dishwasher/stove and oven, and has a large patio and backyard. The yard is also mowed and maintained by my associate, so you never have to worry about doing yard work ||| That is a little low, I have many people that are interested in the rental. But if you are willing to sign a 2 year lease, I can do $3200 per month ||| You sound like you would make a great tenant. I can meet you in the middle at $2800, but I honestly can't go any higher ||| I can $2600 on a 2 year lease, as long as you agree not to have any pets and keep the rental in excellent condition. ||| Sounds good!","Good day.  I saw your ad for a home to rent.  ||| It's definitely an attractive place, but it's one of several I'm looking at.  I've seen similar ads priced as low at $1500. ||| Ooh, I like the sound of that.  Yard work is a pain.  How about $2000, and I'll sign a 2 year lease.  Anything more than that is really out of my price range.  ||| I'm neat, don't throw wild parties, non-smoker, and no pets.  I might be able to swing 2300, but that's as high as I can go.  ||| Can you do $2600?  As it is, I'm going to be eating ramen for a while.  ||| Deal!  Make it a 3 three lease-- I plan on staying in the area for a while. ","Buyer: Good day.  I saw your ad for a home to rent. 
Seller: Hello, I am asking 3700 per month on a one year lease
Buyer: It's definitely an attractive place, but it's one of several I'm looking at.  I've seen similar ads priced as low at $1500.
Seller: That may be, but this house has 4 bedrooms, 2 bathrooms and a 2 car garage. It also comes with a washer/dryer/dishwasher/stove and oven, and has a large patio and backyard. The yard is also mowed and maintained by my associate, so you never have to worry about doing yard work
Buyer: Ooh, I like the sound of that.  Yard work is a pain.  How about $2000, and I'll sign a 2 year lease.  Anything more than that is really out of my price range. 
Seller: That is a little low, I have many people that are interested in the rental. But if you are willing to sign a 2 year lease, I can do $3200 per month
Buyer: I'm neat, don't throw wild parties, non-smoker, and no pets.  I might be able to swing 2300, but that's as high as I can go. 
Seller: You sound like you would make a great tenant. I can meet you in the middle at $2800, but I honestly can't go any higher
Buyer: Can you do $2600?  As it is, I'm going to be eating ramen for a while. 
Seller: I can $2600 on a 2 year lease, as long as you agree not to have any pets and keep the rental in excellent condition.
Buyer: Deal!  Make it a 3 three lease-- I plan on staying in the area for a while. 
Seller: Sounds good!
Buyer: [Offers $2600.0]
Seller: [Accept]",4,3,1,1,1,2,1,0,0,13,3,3,3,3,3,"This transcript is excellent training data as it demonstrates effective multi-variable negotiation, including price, lease duration, property conditions, and character references.",15,9,"The seller's turn at index 9 is the final point where a new conditional offer is made, while subsequent turns represent only agreement or system-level actions.",28,strong
test,C_1c7a27af0eb1427dbe97a58c5fa2191e,car,2007 Toyota Prius Hybrid,"Selling a 2007 Toyota Prius in good running condition , 40+ miles per gallon , no check engine light , everything works just fine. Had backup camera, good air conditioning.",4500,2250,4500,7,2250,TRUE,"Hey, it is still available. Only has 180,000 highway miles, I am asking $4500 ||| $2250 is way too low. This car is in good condition. No fading, rips, tears, no leaks and no check engine lights. It has a backup camera, and the air conditioning is perfect. The car was completely repaired and no trace of damage to the front fender ||| Yes, it shows in the ad. Another car hit mine in a parking lot and caused damage to the front left fender. But it was reapired and you could never tell","Hello, I am interested in the Prius  you have listed for sale... ||| Alright, I'm going to tell you right out of the gate, my budget is very low. I'm looking at trying to spend around $2250. I can probably go higher but would have to be something very compelling to go higher... ||| Oh wait... what do you mean ""repaired""? It was in an accident? That is no good... I'm not sure I want a car that has been in an accident... ||| Oh wow. It doesn't say that in the ad I'm looking at. That makes a huge difference. There is really no way I can go over $2250 considering it was in an accident.","Buyer: Hello, I am interested in the Prius  you have listed for sale...
Seller: Hey, it is still available. Only has 180,000 highway miles, I am asking $4500
Buyer: Alright, I'm going to tell you right out of the gate, my budget is very low. I'm looking at trying to spend around $2250. I can probably go higher but would have to be something very compelling to go higher...
Seller: $2250 is way too low. This car is in good condition. No fading, rips, tears, no leaks and no check engine lights. It has a backup camera, and the air conditioning is perfect. The car was completely repaired and no trace of damage to the front fender
Buyer: Oh wait... what do you mean ""repaired""? It was in an accident? That is no good... I'm not sure I want a car that has been in an accident...
Seller: Yes, it shows in the ad. Another car hit mine in a parking lot and caused damage to the front left fender. But it was reapired and you could never tell
Buyer: Oh wow. It doesn't say that in the ad I'm looking at. That makes a huge difference. There is really no way I can go over $2250 considering it was in an accident.
Buyer: [Offers $2250.0]
Seller: [Accept]",3,4,2,0,1,2,1,1,0,14,3,3,2,2,3,"This is high-quality training data because it demonstrates an effective use of information disclosure to pivot the negotiation, though it lacks a final counter-offer from the seller.",13,5,"The last strategic seller turn occurs at index 5, where the seller explains the vehicle's damage history to justify the price and defend against the buyer's low-ball offer.",27,strong
test,C_9ae257649ae743ad8f0e65753bde32d4,furniture,Beautiful Dining table with chairs,"Chair size - 30 3/8""",200,100,200,11,125,TRUE,"Hi, are you interested in the table and chairs set? ||| Sure. It is a bistro (extra tall) table, with two stool height chairs. But the table is big enough that if you wanted to add two more chairs it would be comfortable for 4 to dine. ||| No, I'm sorry, I can't go anywhere near that low. This is a high end set in excellent condition. I'm only selling it because I wanted something that would seat 6.  ||| I can take 20% off. That would bring the price to $160, and we can deliver it to you. ||| I'm sorry, no. $140 is as low as I'm willing to go. I have a few others interested in the set. ||| I shouldn't, but I accept your offer.","hello, can you please give me some information on the set? ||| That seems like what I am looking for.  I would be willing to offer you $75 dollars for the set! ||| Thats fair, are you willing to drop the price? ||| I can wiggle up to $100 and pick it up myself. ||| Can you budge a little bit more?  I am on a strict budget!  $125 and we got a deal!!!","Seller: Hi, are you interested in the table and chairs set?
Buyer: hello, can you please give me some information on the set?
Seller: Sure. It is a bistro (extra tall) table, with two stool height chairs. But the table is big enough that if you wanted to add two more chairs it would be comfortable for 4 to dine.
Buyer: That seems like what I am looking for.  I would be willing to offer you $75 dollars for the set!
Seller: No, I'm sorry, I can't go anywhere near that low. This is a high end set in excellent condition. I'm only selling it because I wanted something that would seat 6. 
Buyer: Thats fair, are you willing to drop the price?
Seller: I can take 20% off. That would bring the price to $160, and we can deliver it to you.
Buyer: I can wiggle up to $100 and pick it up myself.
Seller: I'm sorry, no. $140 is as low as I'm willing to go. I have a few others interested in the set.
Buyer: Can you budge a little bit more?  I am on a strict budget!  $125 and we got a deal!!!
Seller: I shouldn't, but I accept your offer.
Seller: [Offers $125.0]
Buyer: [Accept]",4,3,2,1,2,2,1,0,0,15,2,3,2,3,2,"The transcript is high-quality training data as it features natural transitions, effective use of multiple negotiation tactics, and clear reasoning behind price adjustments.",12,8,"Turn 8 contains the last significant strategic counter-offer and the use of urgency as a lever, whereas turn 10 is purely an acceptance of the buyer's offer.",27,strong
test,C_1764cd3bc9fc4fcdbcf8797490b9485d,furniture,Beautiful Dining table with chairs,"Chair size - 30 3/8""",200,140,200,10,160,TRUE,"No, it's in perfect condition. ||| I just bought it a month ago. I haven't even taken it out of the box! But I found out I'm getting transferred, so decided to sell it. ||| Don't forget it has 2 chairs with it also! So I could accept $180 if you can pick it up. ||| OK, I was thinking about keeping two of the chairs, but you can have all four chairs and the table for $170. ||| OK","I love this dining table! Are there any scratches or loose bolts? ||| How old is it? ||| I would love to pick it up today, but the price is a little out of my budget. can you come lower? ||| Only two chairs?! That means I will have to buy two more. Can you do 140, I can come now ||| 160 and you have a deal","Buyer: I love this dining table! Are there any scratches or loose bolts?
Seller: No, it's in perfect condition.
Buyer: How old is it?
Seller: I just bought it a month ago. I haven't even taken it out of the box! But I found out I'm getting transferred, so decided to sell it.
Buyer: I would love to pick it up today, but the price is a little out of my budget. can you come lower?
Seller: Don't forget it has 2 chairs with it also! So I could accept $180 if you can pick it up.
Buyer: Only two chairs?! That means I will have to buy two more. Can you do 140, I can come now
Seller: OK, I was thinking about keeping two of the chairs, but you can have all four chairs and the table for $170.
Buyer: 160 and you have a deal
Buyer: [Offers $160.0]
Seller: OK
Seller: [Accept]",4,2,1,1,2,2,1,1,0,14,2,3,3,3,2,This transcript is high-quality training data as it demonstrates effective bundling tactics and clear adaptation to buyer objections regarding the number of chairs.,13,7,"Turn 7 is the final turn where the seller provides a substantive counter-offer including a strategic bundling adjustment, whereas subsequent turns are purely confirmatory.",27,strong
